 ****************** Start WS v. 1.61 at 2014-10-14 09:05:28 ******************
 
 Wiggler A at APS
 energy   7.000 GeV   current 100.0 mA
 period   8.500  cm   N        28.0      Kx      0.000      Ky      8.740
 emin    1000.0  eV   emax 100000.0 eV   ne       2000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      2.000  mm   yps     2.000 mm   nxp        10      nyp        10
 
 b0       1.101   T   ec0    35.884  keV
 e1      139.67  eV   l1     88.767  A
 ptot    8947.6   W   pd       89.1  W/mm^2
 
 Flux through   2.000 mm x  2.000 mm pinhole at  0.000 mm,  0.000 mm @ 30.000 m:
 Integrated flux   6.642E+16 ph/s
 Integrated power     262.21 W
 
 Energy(eV)   Flux(ph/s/0.1%bw)    p1      p2      p3      p4
  87371.186   1.025393E+013     0.918   0.000   0.000   0.082
  87420.710   1.024380E+013     0.918   0.000   0.000   0.082
  87470.235   1.023368E+013     0.918   0.000   0.000   0.082
  87519.760   1.022357E+013     0.918   0.000   0.000   0.082
  87569.285   1.021346E+013     0.918   0.000   0.000   0.082
  87618.809   1.020336E+013     0.918   0.000   0.000   0.082
  87668.334   1.019327E+013     0.918   0.000   0.000   0.082
  87717.859   1.018319E+013     0.918   0.000   0.000   0.082
  87767.384   1.017311E+013     0.918   0.000   0.000   0.082
  87816.908   1.016304E+013     0.918   0.000   0.000   0.082
  87866.433   1.015298E+013     0.918   0.000   0.000   0.082
  87915.958   1.014293E+013     0.918   0.000   0.000   0.082
  87965.483   1.013288E+013     0.918   0.000   0.000   0.082
  88015.008   1.012284E+013     0.918   0.000   0.000   0.082
  88064.532   1.011281E+013     0.918   0.000   0.000   0.082
  88114.057   1.010278E+013     0.918   0.000   0.000   0.082
  88163.582   1.009277E+013     0.918   0.000   0.000   0.082
  88213.107   1.008276E+013     0.918   0.000   0.000   0.082
  88262.631   1.007275E+013     0.918   0.000   0.000   0.082
  88312.156   1.006276E+013     0.918   0.000   0.000   0.082
  88361.681   1.005277E+013     0.918   0.000   0.000   0.082
  88411.206   1.004279E+013     0.918   0.000   0.000   0.082
  88460.730   1.003282E+013     0.918   0.000   0.000   0.082
  88510.255   1.002285E+013     0.918   0.000   0.000   0.082
  88559.780   1.001289E+013     0.918   0.000   0.000   0.082
  88609.305   1.000294E+013     0.918   0.000   0.000   0.082
  88658.829   9.992995E+012     0.918   0.000   0.000   0.082
  88708.354   9.983058E+012     0.918   0.000   0.000   0.082
  88757.879   9.973129E+012     0.918   0.000   0.000   0.082
  88807.404   9.963206E+012     0.918   0.000   0.000   0.082
  88856.928   9.953292E+012     0.918   0.000   0.000   0.082
  88906.453   9.943384E+012     0.918   0.000   0.000   0.082
  88955.978   9.933484E+012     0.918   0.000   0.000   0.082
  89005.503   9.923591E+012     0.918   0.000   0.000   0.082
  89055.028   9.913706E+012     0.918   0.000   0.000   0.082
  89104.552   9.903828E+012     0.918   0.000   0.000   0.082
  89154.077   9.893957E+012     0.918   0.000   0.000   0.082
  89203.602   9.884094E+012     0.918   0.000   0.000   0.082
  89253.127   9.874238E+012     0.918   0.000   0.000   0.082
  89302.651   9.864389E+012     0.918   0.000   0.000   0.082
  89352.176   9.854548E+012     0.918   0.000   0.000   0.082
  89401.701   9.844714E+012     0.918   0.000   0.000   0.082
  89451.226   9.834887E+012     0.918   0.000   0.000   0.082
  89500.750   9.825068E+012     0.918   0.000   0.000   0.082
  89550.275   9.815256E+012     0.918   0.000   0.000   0.082
  89599.800   9.805451E+012     0.918   0.000   0.000   0.082
  89649.325   9.795654E+012     0.918   0.000   0.000   0.082
  89698.849   9.785864E+012     0.918   0.000   0.000   0.082
  89748.374   9.776082E+012     0.918   0.000   0.000   0.082
  89797.899   9.766307E+012     0.918   0.000   0.000   0.082
  89847.424   9.756539E+012     0.918   0.000   0.000   0.082
  89896.948   9.746778E+012     0.918   0.000   0.000   0.082
  89946.473   9.737025E+012     0.918   0.000   0.000   0.082
  89995.998   9.727280E+012     0.918   0.000   0.000   0.082
  90045.523   9.717541E+012     0.918   0.000   0.000   0.082
  90095.048   9.707810E+012     0.918   0.000   0.000   0.082
  90144.572   9.698086E+012     0.918   0.000   0.000   0.082
  90194.097   9.688370E+012     0.918   0.000   0.000   0.082
  90243.622   9.678661E+012     0.918   0.000   0.000   0.082
  90293.147   9.668960E+012     0.918   0.000   0.000   0.082
  90342.671   9.659265E+012     0.918   0.000   0.000   0.082
  90392.196   9.649578E+012     0.918   0.000   0.000   0.082
  90441.721   9.639899E+012     0.918   0.000   0.000   0.082
  90491.246   9.630227E+012     0.918   0.000   0.000   0.082
  90540.770   9.620562E+012     0.918   0.000   0.000   0.082
  90590.295   9.610904E+012     0.918   0.000   0.000   0.082
  90639.820   9.601254E+012     0.918   0.000   0.000   0.082
  90689.345   9.591611E+012     0.918   0.000   0.000   0.082
  90738.869   9.581976E+012     0.918   0.000   0.000   0.082
  90788.394   9.572348E+012     0.918   0.000   0.000   0.082
  90837.919   9.562727E+012     0.918   0.000   0.000   0.082
  90887.444   9.553114E+012     0.918   0.000   0.000   0.082
  90936.968   9.543508E+012     0.918   0.000   0.000   0.082
  90986.493   9.533909E+012     0.918   0.000   0.000   0.082
  91036.018   9.524318E+012     0.918   0.000   0.000   0.082
  91085.543   9.514734E+012     0.918   0.000   0.000   0.082
  91135.068   9.505157E+012     0.918   0.000   0.000   0.082
  91184.592   9.495588E+012     0.918   0.000   0.000   0.082
  91234.117   9.486026E+012     0.918   0.000   0.000   0.082
  91283.642   9.476472E+012     0.918   0.000   0.000   0.082
  91333.167   9.466925E+012     0.918   0.000   0.000   0.082
  91382.691   9.457385E+012     0.918   0.000   0.000   0.082
  91432.216   9.447852E+012     0.918   0.000   0.000   0.082
  91481.741   9.438327E+012     0.918   0.000   0.000   0.082
  91531.266   9.428809E+012     0.918   0.000   0.000   0.082
  91580.790   9.419299E+012     0.918   0.000   0.000   0.082
  91630.315   9.409796E+012     0.918   0.000   0.000   0.082
  91679.840   9.400300E+012     0.918   0.000   0.000   0.082
  91729.365   9.390812E+012     0.918   0.000   0.000   0.082
  91778.889   9.381331E+012     0.918   0.000   0.000   0.082
  91828.414   9.371857E+012     0.918   0.000   0.000   0.082
  91877.939   9.362391E+012     0.918   0.000   0.000   0.082
  91927.464   9.352932E+012     0.918   0.000   0.000   0.082
  91976.988   9.343480E+012     0.918   0.000   0.000   0.082
  92026.513   9.334036E+012     0.918   0.000   0.000   0.082
  92076.038   9.324599E+012     0.918   0.000   0.000   0.082
  92125.563   9.315169E+012     0.918   0.000   0.000   0.082
  92175.088   9.305747E+012     0.918   0.000   0.000   0.082
  92224.612   9.296332E+012     0.918   0.000   0.000   0.082
  92274.137   9.286924E+012     0.918   0.000   0.000   0.082
  92323.662   9.277524E+012     0.918   0.000   0.000   0.082
  92373.187   9.268131E+012     0.918   0.000   0.000   0.082
  92422.711   9.258746E+012     0.918   0.000   0.000   0.082
  92472.236   9.249368E+012     0.918   0.000   0.000   0.082
  92521.761   9.239997E+012     0.918   0.000   0.000   0.082
  92571.286   9.230633E+012     0.918   0.000   0.000   0.082
  92620.810   9.221277E+012     0.918   0.000   0.000   0.082
  92670.335   9.211928E+012     0.918   0.000   0.000   0.082
  92719.860   9.202587E+012     0.918   0.000   0.000   0.082
  92769.385   9.193252E+012     0.918   0.000   0.000   0.082
  92818.909   9.183925E+012     0.918   0.000   0.000   0.082
  92868.434   9.174606E+012     0.918   0.000   0.000   0.082
  92917.959   9.165294E+012     0.918   0.000   0.000   0.082
  92967.484   9.155989E+012     0.918   0.000   0.000   0.082
  93017.009   9.146691E+012     0.918   0.000   0.000   0.082
  93066.533   9.137401E+012     0.918   0.000   0.000   0.082
  93116.058   9.128118E+012     0.918   0.000   0.000   0.082
  93165.583   9.118843E+012     0.918   0.000   0.000   0.082
  93215.108   9.109575E+012     0.918   0.000   0.000   0.082
  93264.632   9.100314E+012     0.918   0.000   0.000   0.082
  93314.157   9.091060E+012     0.918   0.000   0.000   0.082
  93363.682   9.081814E+012     0.918   0.000   0.000   0.082
  93413.207   9.072575E+012     0.918   0.000   0.000   0.082
  93462.731   9.063343E+012     0.918   0.000   0.000   0.082
  93512.256   9.054119E+012     0.918   0.000   0.000   0.082
  93561.781   9.044902E+012     0.918   0.000   0.000   0.082
  93611.306   9.035693E+012     0.918   0.000   0.000   0.082
  93660.830   9.026490E+012     0.918   0.000   0.000   0.082
  93710.355   9.017295E+012     0.918   0.000   0.000   0.082
  93759.880   9.008108E+012     0.918   0.000   0.000   0.082
  93809.405   8.998927E+012     0.918   0.000   0.000   0.082
  93858.929   8.989754E+012     0.918   0.000   0.000   0.082
  93908.454   8.980588E+012     0.918   0.000   0.000   0.082
  93957.979   8.971430E+012     0.918   0.000   0.000   0.082
  94007.504   8.962279E+012     0.918   0.000   0.000   0.082
  94057.029   8.953135E+012     0.918   0.000   0.000   0.082
  94106.553   8.943999E+012     0.918   0.000   0.000   0.082
  94156.078   8.934869E+012     0.918   0.000   0.000   0.082
  94205.603   8.925748E+012     0.918   0.000   0.000   0.082
  94255.128   8.916633E+012     0.918   0.000   0.000   0.082
  94304.652   8.907526E+012     0.918   0.000   0.000   0.082
  94354.177   8.898426E+012     0.918   0.000   0.000   0.082
  94403.702   8.889333E+012     0.918   0.000   0.000   0.082
  94453.227   8.880248E+012     0.918   0.000   0.000   0.082
  94502.751   8.871170E+012     0.918   0.000   0.000   0.082
  94552.276   8.862099E+012     0.918   0.000   0.000   0.082
  94601.801   8.853036E+012     0.918   0.000   0.000   0.082
  94651.326   8.843979E+012     0.918   0.000   0.000   0.082
  94700.850   8.834930E+012     0.918   0.000   0.000   0.082
  94750.375   8.825889E+012     0.918   0.000   0.000   0.082
  94799.900   8.816855E+012     0.918   0.000   0.000   0.082
  94849.425   8.807828E+012     0.918   0.000   0.000   0.082
  94898.949   8.798808E+012     0.918   0.000   0.000   0.082
  94948.474   8.789796E+012     0.918   0.000   0.000   0.082
  94997.999   8.780790E+012     0.918   0.000   0.000   0.082
  95047.524   8.771793E+012     0.918   0.000   0.000   0.082
  95097.049   8.762802E+012     0.918   0.000   0.000   0.082
  95146.573   8.753819E+012     0.918   0.000   0.000   0.082
  95196.098   8.744843E+012     0.918   0.000   0.000   0.082
  95245.623   8.735874E+012     0.918   0.000   0.000   0.082
  95295.148   8.726912E+012     0.918   0.000   0.000   0.082
  95344.672   8.717958E+012     0.918   0.000   0.000   0.082
  95394.197   8.709011E+012     0.918   0.000   0.000   0.082
  95443.722   8.700072E+012     0.918   0.000   0.000   0.082
  95493.247   8.691139E+012     0.918   0.000   0.000   0.082
  95542.771   8.682214E+012     0.918   0.000   0.000   0.082
  95592.296   8.673297E+012     0.918   0.000   0.000   0.082
  95641.821   8.664386E+012     0.918   0.000   0.000   0.082
  95691.346   8.655483E+012     0.918   0.000   0.000   0.082
  95740.870   8.646587E+012     0.918   0.000   0.000   0.082
  95790.395   8.637698E+012     0.918   0.000   0.000   0.082
  95839.920   8.628816E+012     0.918   0.000   0.000   0.082
  95889.445   8.619942E+012     0.918   0.000   0.000   0.082
  95938.969   8.611075E+012     0.918   0.000   0.000   0.082
  95988.494   8.602215E+012     0.918   0.000   0.000   0.082
  96038.019   8.593363E+012     0.918   0.000   0.000   0.082
  96087.544   8.584518E+012     0.918   0.000   0.000   0.082
  96137.069   8.575680E+012     0.918   0.000   0.000   0.082
  96186.593   8.566849E+012     0.918   0.000   0.000   0.082
  96236.118   8.558026E+012     0.918   0.000   0.000   0.082
  96285.643   8.549209E+012     0.918   0.000   0.000   0.082
  96335.168   8.540400E+012     0.918   0.000   0.000   0.082
  96384.692   8.531599E+012     0.918   0.000   0.000   0.082
  96434.217   8.522804E+012     0.918   0.000   0.000   0.082
  96483.742   8.514017E+012     0.918   0.000   0.000   0.082
  96533.267   8.505237E+012     0.918   0.000   0.000   0.082
  96582.791   8.496464E+012     0.918   0.000   0.000   0.082
  96632.316   8.487698E+012     0.918   0.000   0.000   0.082
  96681.841   8.478940E+012     0.918   0.000   0.000   0.082
  96731.366   8.470189E+012     0.918   0.000   0.000   0.082
  96780.890   8.461445E+012     0.918   0.000   0.000   0.082
  96830.415   8.452708E+012     0.918   0.000   0.000   0.082
  96879.940   8.443979E+012     0.918   0.000   0.000   0.082
  96929.465   8.435257E+012     0.918   0.000   0.000   0.082
  96978.989   8.426542E+012     0.918   0.000   0.000   0.082
  97028.514   8.417834E+012     0.918   0.000   0.000   0.082
  97078.039   8.409134E+012     0.918   0.000   0.000   0.082
  97127.564   8.400440E+012     0.918   0.000   0.000   0.082
  97177.089   8.391754E+012     0.918   0.000   0.000   0.082
  97226.613   8.383075E+012     0.918   0.000   0.000   0.082
  97276.138   8.374403E+012     0.918   0.000   0.000   0.082
  97325.663   8.365739E+012     0.918   0.000   0.000   0.082
  97375.188   8.357082E+012     0.918   0.000   0.000   0.082
  97424.712   8.348432E+012     0.918   0.000   0.000   0.082
  97474.237   8.339789E+012     0.918   0.000   0.000   0.082
  97523.762   8.331153E+012     0.918   0.000   0.000   0.082
  97573.287   8.322524E+012     0.918   0.000   0.000   0.082
  97622.811   8.313903E+012     0.918   0.000   0.000   0.082
  97672.336   8.305289E+012     0.918   0.000   0.000   0.082
  97721.861   8.296682E+012     0.918   0.000   0.000   0.082
  97771.386   8.288082E+012     0.918   0.000   0.000   0.082
  97820.910   8.279490E+012     0.918   0.000   0.000   0.082
  97870.435   8.270904E+012     0.918   0.000   0.000   0.082
  97919.960   8.262326E+012     0.918   0.000   0.000   0.082
  97969.485   8.253755E+012     0.919   0.000   0.000   0.081
  98019.010   8.245191E+012     0.919   0.000   0.000   0.081
  98068.534   8.236635E+012     0.919   0.000   0.000   0.081
  98118.059   8.228085E+012     0.919   0.000   0.000   0.081
  98167.584   8.219543E+012     0.919   0.000   0.000   0.081
  98217.109   8.211008E+012     0.919   0.000   0.000   0.081
  98266.633   8.202480E+012     0.919   0.000   0.000   0.081
  98316.158   8.193959E+012     0.919   0.000   0.000   0.081
  98365.683   8.185445E+012     0.919   0.000   0.000   0.081
  98415.208   8.176939E+012     0.919   0.000   0.000   0.081
  98464.732   8.168440E+012     0.919   0.000   0.000   0.081
  98514.257   8.159947E+012     0.919   0.000   0.000   0.081
  98563.782   8.151462E+012     0.919   0.000   0.000   0.081
  98613.307   8.142984E+012     0.919   0.000   0.000   0.081
  98662.831   8.134514E+012     0.919   0.000   0.000   0.081
  98712.356   8.126050E+012     0.919   0.000   0.000   0.081
  98761.881   8.117594E+012     0.919   0.000   0.000   0.081
  98811.406   8.109144E+012     0.919   0.000   0.000   0.081
  98860.930   8.100702E+012     0.919   0.000   0.000   0.081
  98910.455   8.092267E+012     0.919   0.000   0.000   0.081
  98959.980   8.083839E+012     0.919   0.000   0.000   0.081
  99009.505   8.075419E+012     0.919   0.000   0.000   0.081
  99059.030   8.067005E+012     0.919   0.000   0.000   0.081
  99108.554   8.058599E+012     0.919   0.000   0.000   0.081
  99158.079   8.050199E+012     0.919   0.000   0.000   0.081
  99207.604   8.041807E+012     0.919   0.000   0.000   0.081
  99257.129   8.033422E+012     0.919   0.000   0.000   0.081
  99306.653   8.025044E+012     0.919   0.000   0.000   0.081
  99356.178   8.016673E+012     0.919   0.000   0.000   0.081
  99405.703   8.008309E+012     0.919   0.000   0.000   0.081
  99455.228   7.999953E+012     0.919   0.000   0.000   0.081
  99504.752   7.991603E+012     0.919   0.000   0.000   0.081
  99554.277   7.983261E+012     0.919   0.000   0.000   0.081
  99603.802   7.974925E+012     0.919   0.000   0.000   0.081
  99653.327   7.966597E+012     0.919   0.000   0.000   0.081
  99702.851   7.958276E+012     0.919   0.000   0.000   0.081
  99752.376   7.949962E+012     0.919   0.000   0.000   0.081
  99801.901   7.941655E+012     0.919   0.000   0.000   0.081
  99851.426   7.933355E+012     0.919   0.000   0.000   0.081
  99900.950   7.925063E+012     0.919   0.000   0.000   0.081
  99950.475   7.916777E+012     0.919   0.000   0.000   0.081
 100000.000   7.908498E+012     0.919   0.000   0.000   0.081
