#F f1f2_EPDL97.dat
#C  This file has been created using f1f2_EPDL97.pro 
#D  Fri Sep 11 10:19:50 1998
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax
#UIDL xf1f2
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD 
#UD The anomalous scattering factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://epicws.cped.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD The data in this file are valid in the energy range 1.0 eV to 1.0 MeV 
#UD for the elements Z = 1 - 100.
#UD Column description: 1:PhotonEnergy[eV]  2:f1  3:f2
#UD 
#S  1 H 
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     337.6599      13.40752      8.855886 
     353.5442      13.74474      8.324362 
     362.8389      13.94206      8.096033 
     384.1078      14.28162      7.573553 
     404.3919      14.53589      7.075264 
     421.7245      14.71463      6.649482 
     446.0412      14.90743      6.211380 
     470.2662      15.05292      5.774931 
     491.5200      15.14211      5.392013 
     501.0057      15.18191      5.267319 
     550.0477      15.32141      4.622635 
     565.2540      15.34964      4.422741 
     586.3069      15.38872      4.221991 
     635.5138      15.43725      3.752778 
     658.8004      15.44367      3.530728 
     703.3760      15.45596      3.227951 
     759.7638      15.44135      2.844941 
     781.0445      15.43584      2.738497 
     854.4363      15.39279      2.371400 
     885.9111      15.37434      2.251987 
     955.8889      15.31604      1.986497 
     1063.646      15.22627      1.672970 
     1160.991      15.14517      1.462331 
     1209.695      15.09802      1.356944 
     1365.320      14.94735      1.111311 
     1537.919      14.78025     0.9108292 
     1598.166      14.72193     0.8596521 
     1735.660      14.55678     0.7428570 
     1798.235      14.48163     0.7047790 
     1988.941      14.17845     0.5887310 
     2128.881      13.85689     0.5285689 
     2231.628      13.50301     0.4843965 
     2258.135      13.36386     0.4730007 
     2301.477      13.13632     0.4587492 
     2352.387      12.72134     0.4420091 
     2386.929      12.26439     0.4306511 
     2398.693      11.99178     0.4956381 
     2404.554      11.85597     0.5600057 
     2410.313      11.72251     0.6623629 
     2416.316      11.50625     0.8241469 
     2423.620      11.24311      1.113933 
     2429.178      11.04288      1.390018 
     2442.407      10.56630      2.216029 
     2445.477      10.45569      2.409597 
     2452.850      10.39876      2.874464 
     2458.482      10.35528      3.145762 
     2462.710      10.45549      3.349429 
     2471.967      10.67491      3.638690 
     2473.990      10.75491      3.701907 
     2489.625      11.37318      3.896947 
     2504.431      11.95866      3.893454 
     2527.084      12.53461      3.888109 
     2556.676      13.02338      3.881127 
     2604.525      13.56551      3.793045 
     2655.832      13.97738      3.698597 
     2719.584      14.35053      3.581240 
     2790.626      14.66348      3.450464 
     2891.360      14.99800      3.265029 
     2976.894      15.21223      3.107575 
     3058.483      15.37668      2.957383 
     3156.643      15.53867      2.830038 
     3234.762      15.64533      2.728693 
     3322.931      15.74778      2.614310 
     3370.475      15.79698      2.552630 
     3476.707      15.89052      2.414813 
     3526.883      15.92981      2.367894 
     3624.548      15.99754      2.276569 
     3633.449      16.00374      2.268246 
     3707.949      16.04733      2.198582 
     3800.398      16.09636      2.112135 
     3901.665      16.14373      2.017441 
     4001.175      16.18302      1.924391 
     4194.646      16.24209      1.793022 
     4432.816      16.29539      1.631301 
     4546.627      16.31238      1.554022 
     4659.558      16.32924      1.498227 
     5140.217      16.37191      1.260752 
     5726.785      16.38598      1.043748 
     6347.141      16.37938     0.8694970 
     6604.335      16.37664     0.8149702 
     7083.805      16.36172     0.7133192 
     7908.102      16.33607     0.5829092 
     8834.195      16.30725     0.4744184 
     9780.550      16.27781     0.3916428 
     10744.02      16.24783     0.3273608 
     11843.41      16.22120     0.2714535 
     12656.73      16.20151     0.2399184 
     13073.83      16.19384     0.2237461 
     14454.40      16.16848     0.1838291 
     14971.78      16.15898     0.1724290 
     15900.21      16.14601     0.1519717 
     16957.91      16.13123     0.1346126 
     17579.23      16.12471     0.1244155 
     19715.34      16.10228    0.09859951 
     21623.29      16.08731    0.08171272 
     22237.42      16.08249    0.07753552 
     23643.51      16.07407    0.06797154 
     25212.48      16.06469    0.05983317 
     25856.26      16.06180    0.05649382 
     28437.41      16.05020    0.04632337 
     31275.50      16.04031    0.03796071 
     33762.43      16.03325    0.03259625 
     34913.00      16.03060    0.03011440 
     36961.74      16.02588    0.02691791 
     38763.28      16.02257    0.02410711 
     40670.86      16.01906    0.02191884 
     42587.62      16.01623    0.01972004 
     43883.62      16.01431    0.01861473 
     46967.23      16.01052    0.01598485 
     49672.73      16.00766    0.01427853 
     51770.95      16.00574    0.01295521 
     52888.58      16.00472    0.01244226 
     55184.18      16.00289    0.01138866 
     56050.00      16.00224    0.01099129 
     57449.71      16.00126    0.01034887 
     58888.34      16.00032   0.009871488 
     59455.45      15.99997   0.009683304 
     60212.62      15.99950   0.009432051 
     61502.11      15.99875   0.009004159 
     63865.48      15.99747   0.008219918 
     67041.29      15.99594   0.007448845 
     69984.20      15.99472   0.006734319 
     71479.20      15.99410   0.006463788 
     76841.05      15.99224   0.005493526 
     83588.65      15.99036   0.004571379 
     91378.14      15.98870   0.003760788 
     94166.38      15.98810   0.003540071 
     99264.52      15.98734   0.003136505 
     108392.7      15.98598   0.002585548 
     120625.3      15.98481   0.002044524 
     130821.7      15.98384   0.001712457 
     145701.6      15.98305   0.001355630 
     160550.7      15.98225   0.001098556 
     165197.7      15.98201   0.001038541 
     173915.5      15.98180  0.0009259518 
     194113.9      15.98131  0.0007326541 
     212258.5      15.98087  0.0006062656 
     233392.0      15.98036  0.0004972215 
     259642.1      15.98017  0.0003994960 
     282193.4      15.97999  0.0003374844 
     309825.8      15.97978  0.0002803840 
     341111.0      15.97955  0.0002328518 
     375837.4      15.97929  0.0001940021 
     421951.2      15.97924  0.0001572181 
     470816.4      15.97920  0.0001299984 
     521795.1      15.97915  0.0001096561 
     587151.3      15.97909  9.115255E-05 
     660508.1      15.97903  7.675174E-05 
     753696.7      15.97894  6.426319E-05 
     877326.9      15.97883  5.347952E-05 
     1022000.      15.97870  4.533093E-05 
     1228714.      15.97869  3.765805E-05 
     1477239.      15.97868  3.128390E-05 
     1776032.      15.97867  2.598867E-05 
     2135261.      15.97865  2.158973E-05 
     2567148.      15.97864  1.793537E-05 
     3086391.      15.97862  1.489956E-05 
     3710658.      15.97862  1.237761E-05 
     4461192.      15.97861  1.028253E-05 
     5363532.      15.97861  8.542068E-06 
     6448384.      15.97861  7.096205E-06 
     7752663.      15.97861  5.895075E-06 
     9320751.      15.97861  4.897252E-06 
     9760024.      15.97861  4.675395E-06 
 1.000000E+07      15.97861  9.169633E-06 
#S  17 Cl
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     1.000000  -0.005809784      0.000000 
     3.007633   -0.04965973      0.000000 
     7.457289    0.07575035      0.000000 
     8.159162     0.7898598      0.000000 
     8.403754      1.756080      0.000000 
     8.515576      2.966840      0.000000 
     8.547280      3.837130      0.000000 
     8.584096      4.847729     0.6760141 
     8.586726      4.919930     0.7238082 
     8.589356      5.006096     0.7716022 
     8.610394      5.695266      1.409394 
     8.631433      6.384466      2.376433 
     8.638664      6.621390      2.831071 
     8.652470      6.820977      3.698898 
     8.666345      7.021576      4.816581 
     8.695551      6.611500      7.169167 
     8.715584      5.639720      8.848642 
     8.718214      5.431336      9.069146 
     8.737937      3.868822      10.30713 
     8.742868      3.478140      10.48786 
     8.758317      2.084135      11.05407 
     8.784062    -0.2390423      11.10048 
     8.802635     -1.914949      10.62337 
     8.806771     -1.689871      10.51714 
     8.844022     0.3375702      8.945279 
     8.887624      1.731420      7.105428 
     8.903783      2.013433      6.423577 
     8.929418      2.460825      5.308491 
     8.949632      2.813600      4.286190 
     8.954233      2.761554      4.053441 
     8.968040      2.605415      3.281354 
     9.001853      2.223010      1.991833 
     9.005715      2.139560      1.844526 
     9.027093      1.677706      1.190762 
     9.048470      1.215872     0.7096087 
     9.069847     0.7540379     0.3903616 
     9.101912    0.06126595    0.09923149 
     9.112602    -0.1696720      0.000000 
     9.144387    -0.8563709      0.000000 
     9.304854     -2.300949      0.000000 
     9.651150     -1.189651      0.000000 
     9.656488     -1.172520  1.905495E-07 
     9.698659     -1.037189  3.149133E-06 
     9.704023     -1.019972  3.647241E-06 
     9.722414    -0.9609566  5.780138E-06 
     9.727792    -0.9436989  6.565949E-06 
     9.746170    -0.8847198  9.797594E-06 
     9.751561    -0.8674183  1.092102E-05 
     9.775329    -0.7911453  1.678198E-05 
     9.799097    -0.7148724  2.399040E-05 
     9.841190    -0.5797901  3.810334E-05 
     9.870402    -0.4860458  4.566406E-05 
     9.894170    -0.4097710  4.921531E-05 
     9.917938    -0.3334980  5.007232E-05 
     9.941706    -0.2572250  4.852972E-05 
     9.987086    -0.1115952  4.148844E-05 
     10.10808     0.2766876  1.659696E-05 
     10.12628     0.3350964  1.248685E-05 
     10.13185     0.3529701  1.143407E-05 
     10.15584     0.5301399  8.008539E-06 
     10.17994     0.7081242  5.170034E-06 
     10.20405     0.8861866  3.080970E-06 
     10.22816      1.064244  1.694867E-06 
     10.25227      1.242301  8.606723E-07 
     10.27637      1.420284      0.000000 
     10.32329      1.766800      0.000000 
     10.42495      3.296350      0.000000 
     10.47245      4.656100      0.000000 
     10.47653      4.830238      0.000000 
     10.49732      5.717543     0.4428906 
     10.52811      7.031691      1.178278 
     10.54906      7.925866      1.977180 
     10.55389      8.153115      2.161376 
     10.57968      9.366423      3.661219 
     10.58290      9.517937      3.919208 
     10.60547      10.26269      5.727246 
     10.61433      10.55502      6.688909 
     10.63828      10.65181      9.288687 
     10.64443      10.53689      9.956253 
     10.64981      10.43637      10.57466 
     10.66629      9.838245      12.46908 
     10.68450      8.716851      14.56234 
     10.68748      8.430966      14.90495 
     10.71366      5.919770      17.28706 
     10.73539      3.156790      18.68871 
     10.77025     -1.248596      19.17008 
     10.79368     -4.209579      18.55982 
     10.79827     -3.768978      18.44029 
     10.83181    -0.5489044      16.55199 
     10.83454    -0.2867794      16.34060 
     10.87826      2.254150      12.95567 
     10.88991      2.602124      12.05363 
     10.90835      3.152880      10.54719 
     10.94925      3.296830      7.205897 
     10.96001      3.074023      6.326923 
     10.98546      2.546990      4.385983 
     10.99227      2.216893      3.866604 
     11.00950      1.381777      2.996660 
     11.03236     0.2737389      2.030702 
     11.05848    -0.9922924      1.225064 
     11.08461     -2.258854     0.6828528 
     11.11073     -3.524887     0.3511855 
     11.13676     -4.786556    0.03273792 
     11.13717     -4.806437    0.03211690 
     11.14122     -5.002741    0.07061379 
     11.15867     -4.323151     0.2364798 
     11.19200     -3.025072     0.6289593 
     11.21941     -1.957550      1.151929 
     11.24858    -0.8214874      2.018470 
     11.25188    -0.6929798      2.153706 
     11.27644   -0.09017181      3.160298 
     11.29736     0.4232998      4.349141 
     11.34477     0.2514000      7.043343 
     11.35824    -0.2064362      7.808788 
     11.38772     -1.208481      9.194900 
     11.41461     -2.541506      10.02890 
     11.44686     -4.140326      10.31665 
     11.48142     -5.853622      10.02478 
     11.48647     -6.103951      9.903553 
     11.55011     -5.037760      8.375696 
     11.59141     -5.389267      7.384172 
     11.62421     -5.668430      7.009724 
     11.63156     -5.758373      6.925820 
     11.69783     -6.569380      6.841184 
     11.75036     -7.212231      7.285722 
     11.80460     -7.359079      7.744738 
     11.93114     -7.701672      8.261049 
     12.01696     -7.934019      8.339037 
     12.07599     -8.744761      8.392680 
     12.15429     -9.820171      8.845780 
     12.17286     -10.07522      9.111469 
     12.21201     -10.90409      9.671604 
     12.25946     -11.90869      10.79071 
     12.32001     -13.19062      13.72595 
     12.38138     -12.83501      17.44040 
     12.44598     -10.36068      21.35039 
     12.46722     -8.792864      22.63592 
     12.51097     -5.563379      24.11542 
     12.54490     -2.579407      24.22542 
     12.58049     0.5506191      23.31341 
     12.61227      2.801070      21.64684 
     12.62366      3.321994      21.04957 
     12.65019      4.535390      19.28347 
     12.67876      5.195880      17.38157 
     12.70965      5.235640      15.32523 
     12.71969      5.017013      14.65687 
     12.74479      4.470436      13.45771 
     12.77497      3.813250      12.41712 
     12.81298      2.973935      11.64976 
     12.87327      1.642623      10.99370 
     12.89650      1.129660      11.02958 
     13.03094     0.1046104      11.23723 
     13.31858    -0.2640495      11.68151 
     13.82954     0.5893402      12.47071 
     14.02276     0.9120502      12.61108 
     14.55807      2.342244      12.99997 
     15.33750      4.424660      12.89960 
     16.00000      6.194670      12.24289 
     16.29084      6.794589      11.95459 
     17.00262      8.262785      10.75485 
     17.73891      9.297307      9.513798 
     17.96701      9.481679      9.129325 
     18.68178      10.05943      7.913246 
     19.62382      10.33003      6.310499 
     20.80921      10.19226      4.720662 
     21.11652      10.15654      4.398638 
     21.78237      9.917419      3.700908 
     23.04000      9.465773      2.704381 
     24.00832      9.118023      2.145161 
     24.90974      8.794301      1.739628 
     25.90461      8.437017      1.397904 
     27.03200      8.032144      1.109182 
     28.09810      7.649280     0.9100120 
     29.30000      7.386436     0.7506637 
     30.44926      7.135105     0.6462473 
     31.70000      6.861582     0.5719953 
     33.11311      6.552549     0.5247529 
     33.66526      6.431800     0.5174561 
     34.64380      6.329362     0.5045244 
     36.72823      6.111155     0.5126728 
     39.00000      5.873337     0.5512626 
     41.80000      5.580220     0.6271672 
     43.50000      5.530699     0.6732520 
     54.00000      5.224832     0.9980490 
     57.06250      5.135620      1.072951 
     63.09573      5.126465      1.220510 
     73.49001      5.110691      1.379602 
     84.62526      5.093793      1.462565 
     105.3651      5.062321      1.477317 
     111.6915      5.052720      1.455237 
     146.0404      4.214440      1.335353 
     169.9657      2.824140      1.228762 
     184.2316      1.237430      1.165206 
     194.2891    -0.7924805      1.120398 
     199.7338     -2.805309      1.096141 
     201.1823     -3.817965      1.125615 
     202.2150     -4.539936      1.212541 
     203.1566     -5.198214      1.372117 
     203.5517     -5.474430      1.474440 
     203.7230     -5.647947      1.518805 
     204.4966     -6.431528      1.810255 
     205.1452     -7.088511      2.166206 
     205.8883     -7.841198      2.750274 
     206.5738     -8.535545      3.483088 
     207.4341     -9.406961      4.685394 
     208.0862     -10.06748      5.836994 
     208.6962     -10.11964      6.914248 
     209.9998     -10.23111      9.371493 
     210.6788     -9.624596      10.65141 
     211.8392     -8.588085      12.35491 
     212.6252     -7.886009      13.14004 
     213.1114     -7.419497      13.62572 
     214.9245     -5.679852      14.61156 
     216.7490     -3.929260      14.98218 
     219.6000     -2.174250      15.56131 
     222.6250    -0.3121204      15.60811 
     227.4443      1.760896      15.68268 
     229.1164      2.480150      15.52932 
     236.0607      4.559030      14.89241 
     244.6036      6.096640      14.10888 
     249.3698      6.461670      13.67175 
     250.7804      6.408257      13.54237 
     252.8917      6.328310      13.98442 
     253.3418      6.455433      14.07865 
     254.4274      6.762050      14.31435 
     255.7415      7.525037      14.59967 
     257.2129      8.379359      14.00350 
     258.1923      8.560899      13.60667 
     258.7197      8.658654      13.38833 
     260.1771      8.433800      12.78495 
     262.3268      8.102135      12.53121 
     263.8671      7.864488      12.67182 
     266.5325      7.957484      12.91513 
     268.1041      8.133390      13.05860 
     276.6399      9.088783      12.79401 
     290.5865      10.21502      12.36170 
     313.0000      11.59712      11.66694 
     337.5338      12.76099      10.90645 
     361.6762      13.64409      10.15809 
     384.8686      14.29083      9.439183 
     409.7321      14.81117      8.668474 
     435.6725      15.22277      8.079387 
     472.1310      15.64573      7.251439 
     484.4337      15.74485      6.972054 
     509.4248      15.94620      6.555139 
     535.6810      16.09874      6.117118 
     563.0499      16.21209      5.660535 
     576.4760      16.26769      5.496167 
     614.4000      16.36599      5.031883 
     646.2352      16.42318      4.642142 
     662.5978      16.45258      4.495412 
     721.7552      16.50850      3.964927 
     744.2091      16.51599      3.763575 
     780.5309      16.52810      3.530744 
     863.5531      16.51663      2.998552 
     973.6840      16.46475      2.484900 
     1099.631      16.37296      2.047218 
     1240.045      16.27062      1.685168 
     1396.368      16.13827      1.386473 
     1577.766      15.98468      1.131211 
     1766.056      15.82527     0.9353684 
     1982.974      15.59964     0.7682321 
     2065.360      15.51395     0.7211577 
     2220.860      15.29243     0.6323071 
     2289.297      15.19493     0.6038113 
     2435.668      14.89503     0.5428653 
     2518.193      14.64631     0.5085035 
     2549.551      14.55181     0.4987407 
     2639.498      14.12711     0.4707372 
     2686.775      13.78105     0.4560182 
     2725.583      13.33859     0.4439360 
     2739.050      13.07274     0.4800724 
     2745.709      12.94128     0.5201109 
     2752.012      12.81685     0.5849175 
     2752.835      12.79131     0.5933775 
     2759.188      12.59411     0.6956405 
     2765.334      12.40334     0.8405077 
     2771.357      12.21639      1.024683 
     2777.133      12.03711      1.248430 
     2787.510      11.71502      1.744691 
     2792.996      11.54474      2.033997 
     2806.087      11.43465      2.724368 
     2809.400      11.49401      2.899079 
     2821.627      11.71310      3.390251 
     2834.398      12.15427      3.699270 
     2851.180      12.73400      3.863497 
     2857.324      12.94624      3.860353 
     2876.600      13.41711      3.850489 
     2901.328      13.83184      3.837836 
     2939.969      14.29070      3.818063 
     2992.868      14.74957      3.733477 
     3054.921      15.13560      3.634254 
     3135.090      15.50406      3.506063 
     3220.116      15.80129      3.370105 
     3317.116      16.06104      3.215001 
     3412.911      16.26192      3.061824 
     3501.498      16.41265      2.920172 
     3618.378      16.57534      2.789161 
     3709.544      16.67996      2.686973 
     3809.466      16.77748      2.574970 
     3866.278      16.82671      2.511289 
     3931.031      16.87556      2.438707 
     3989.000      16.91689      2.373730 
     4046.968      16.95476      2.326114 
     4118.659      16.99611      2.267226 
     4170.112      17.02599      2.224961 
     4256.214      17.06786      2.154235 
     4361.888      17.11438      2.067433 
     4505.572      17.16987      1.949408 
     4623.810      17.20642      1.876476 
     4833.096      17.25677      1.747383 
     5088.493      17.30143      1.589847 
     5347.458      17.33412      1.472971 
     5754.689      17.36255      1.289179 
     5907.969      17.37325      1.238278 
     6512.534      17.38468      1.037513 
     7276.443      17.37641     0.8519751 
     7498.942      17.37400     0.8108531 
     8030.745      17.35921     0.7125660 
     9015.711      17.33181     0.5761849 
     10027.97      17.30365     0.4726814 
     11079.80      17.27439     0.3914399 
     11917.80      17.25108     0.3434105 
     12401.56      17.24038     0.3156840 
     13531.10      17.21539     0.2667173 
     14040.83      17.20411     0.2499507 
     15053.15      17.18685     0.2166522 
     16465.59      17.16277     0.1815422 
     18338.77      17.13928     0.1465280 
     19388.63      17.12612     0.1317444 
     20008.09      17.12037     0.1230215 
     22162.82      17.10038     0.1000311 
     24547.09      17.08374    0.08121314 
     25341.65      17.07819    0.07655430 
     27086.47      17.06911    0.06632368 
     28667.68      17.06088    0.05957313 
     30309.08      17.05437    0.05256563 
     32175.16      17.04697    0.04671289 
     33259.01      17.04364    0.04331353 
     35364.22      17.03715    0.03827550 
     36363.25      17.03466    0.03588470 
     38430.76      17.02949    0.03223883 
     40449.62      17.02539    0.02867875 
     41756.23      17.02274    0.02699566 
     44755.83      17.01782    0.02313178 
     45722.00      17.01623    0.02221228 
     49274.61      17.01148    0.01883127 
     52600.46      17.00777    0.01651844 
     54677.99      17.00574    0.01507371 
     57403.28      17.00336    0.01370674 
     59626.24      17.00161    0.01259174 
     61007.43      17.00060    0.01189895 
     62242.19      16.99974    0.01145688 
     63903.36      16.99866    0.01086214 
     66390.59      16.99717   0.009971649 
     67700.72      16.99646   0.009502594 
     69013.13      16.99574   0.009164085 
     73831.77      16.99349   0.007921217 
     75227.61      16.99294   0.007561188 
     78795.95      16.99153   0.006881733 
     82118.22      16.99048   0.006249131 
     86987.73      16.98894   0.005550446 
     89810.11      16.98826   0.005145486 
     97127.84      16.98651   0.004338231 
     108339.2      16.98462   0.003421334 
     112201.9      16.98396   0.003193232 
     119235.7      16.98321   0.002777867 
     128894.5      16.98217   0.002345232 
     135699.5      16.98144   0.002118486 
     143378.4      16.98098   0.001862622 
     159547.8      16.98001   0.001478982 
     171345.1      16.97931   0.001276877 
     175599.8      16.97919   0.001203987 
     191670.6      16.97873  0.0009999344 
     212094.0      16.97815  0.0008078945 
     231739.5      16.97758  0.0006718880 
     253331.5      16.97737  0.0005595354 
     282463.6      16.97708  0.0004489224 
     310237.6      16.97680  0.0003729361 
     342292.3      16.97647  0.0003086381 
     366572.7      16.97623  0.0002729898 
     377610.1      16.97621  0.0002567848 
     417504.7      16.97615  0.0002140447 
     457088.2      16.97610  0.0001827188 
     512861.4      16.97601  0.0001507433 
     575439.9      16.97592  0.0001256812 
     627402.2      16.97584  0.0001104666 
     722414.4      16.97570  9.087501E-05 
     834161.2      16.97554  7.578962E-05 
     870963.6      16.97548  7.247250E-05 
     944060.9      16.97548  6.588401E-05 
     1120601.      16.97546  5.532942E-05 
     1347258.      16.97544  4.592915E-05 
     1619761.      16.97542  3.812595E-05 
     1947381.      16.97540  3.164848E-05 
     2341267.      16.97536  2.627152E-05 
     2688134.      16.97534  2.300217E-05 
     2814822.      16.97534  2.180808E-05 
     3384160.      16.97534  1.810296E-05 
     4068655.      16.97533  1.502733E-05 
     4891600.      16.97533  1.247424E-05 
     5880996.      16.97533  1.035491E-05 
     7070513.      16.97533  8.595651E-06 
     8118036.      16.97532  7.525965E-06 
     8500626.      16.97532  7.135280E-06 
     9760024.      16.97532  6.205263E-06 
 1.000000E+07      16.97532  1.219403E-05 
#S  18 Ar
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     1.000000  -0.007989883      0.000000 
     3.044423   -0.06998062      0.000000 
     9.162916    -0.2551308      0.000000 
     9.970160     0.4629402      0.000000 
     10.26778      1.516081      0.000000 
     10.39692      2.678550      0.000000 
     10.46052      3.938100      0.000000 
     10.46453      4.064928      0.000000 
     10.51282      5.592271     0.9107499 
     10.51604      5.694101     0.9709075 
     10.54180      6.508861      1.773442 
     10.56756      7.323591      2.990267 
     10.57641      7.603510      3.576106 
     10.59653      7.930543      4.907924 
     10.60217      8.022213      5.369452 
     10.63115      7.808890      7.741028 
     10.65603      7.001400      9.777081 
     10.67059      6.161520      10.96860 
     10.69795      3.964970      12.58362 
     10.70097      3.685005      12.76191 
     10.72446      1.507757      13.43870 
     10.75338     -1.172852      13.27850 
     10.75812     -1.612230      13.11871 
     10.77459     -2.491590      12.56351 
     10.78727     -1.849659      12.13606 
     10.81778    -0.3050995      10.82339 
     10.85250     0.5110779      9.329587 
     10.86457     0.7948093      8.981061 
     10.88875      1.228167      8.282852 
     10.92090      1.804380      7.442984 
     10.95041      2.333258      6.468373 
     10.97731      2.815370      5.214128 
     11.05207      2.330840      2.308678 
     11.07831      1.787859      1.490402 
     11.10454      1.245102     0.8881728 
     11.13078     0.7021389     0.4885912 
     11.17013    -0.1121082     0.1242019 
     11.18325    -0.3835812      0.000000 
     11.22712     -1.291361      0.000000 
     11.46924     -3.337549      0.000000 
     11.65171     -2.732327      0.000000 
     11.65766     -2.712591  2.627210E-07 
     11.70907     -2.542072  4.715353E-06 
     11.71505     -2.522238  5.401417E-06 
     11.73775     -2.446945  8.651462E-06 
     11.74374     -2.427078  9.733720E-06 
     11.76642     -2.351852  1.465835E-05 
     11.77244     -2.331884  1.620548E-05 
     11.80113     -2.236725  2.492519E-05 
     11.88721     -1.951212  5.784228E-05 
     11.91591     -1.856020  6.593940E-05 
     11.94460     -1.760859  7.027050E-05 
     11.97329     -1.665699  7.053185E-05 
     12.00199     -1.570505  6.741927E-05 
     12.17415    -0.9994831  3.546519E-05 
     12.20284    -0.9043236  2.950017E-05 
     12.23154    -0.8091297  2.232937E-05 
     12.28926    -0.3557453  1.189182E-05 
     12.31843    -0.1266155  7.676942E-06 
     12.34760     0.1025124  4.574908E-06 
     12.37677     0.3316402  2.516695E-06 
     12.42053     0.6753654  6.397539E-07 
     12.43511     0.7898903      0.000000 
     12.52942      2.334080      0.000000 
     12.53643      2.563572      0.000000 
     12.57088      3.691322     0.1104160 
     12.60173      4.701231     0.7571262 
     12.62889      5.590320      1.376038 
     12.63277      5.736417      1.464475 
     12.66371      6.901155      2.611856 
     12.69465      8.065928      4.307328 
     12.69914      8.234966      4.650836 
     12.73485      8.812100      7.382751 
     12.74236      8.933469      8.078218 
     12.77106      8.655770      10.73610 
     12.79824      7.706940      13.25324 
     12.81855      6.346050      15.08735 
     12.84936      3.779370      17.12381 
     12.85492      3.218678      17.49129 
     12.88665    0.01870918      18.51367 
     12.91689     -3.030930      18.50056 
     12.93326     -4.681820      17.96700 
     12.94582     -5.683281      17.55762 
     12.96577     -4.405050      16.90738 
     12.98865     -2.939060      15.77646 
     13.04746    -0.6386700      12.86962 
     13.05440    -0.5213413      12.52657 
     13.11492     0.5017509      9.147847 
     13.14819     0.3511868      7.290417 
     13.16392     0.2800007      6.363820 
     13.19218    -0.5359573      4.699105 
     13.19681    -0.6696491      4.505795 
     13.22918     -2.135841      3.154371 
     13.24012     -2.631382      2.861924 
     13.26930     -3.953102      2.225795 
     13.28510     -4.668751      2.013009 
     13.29458     -5.168436      1.885340 
     13.30159     -5.537962      1.864834 
     13.32422     -6.730820      1.904580 
     13.32693     -6.628870      1.909338 
     13.35943     -5.405909      2.422309 
     13.39427     -4.094927      3.400553 
     13.41233     -3.415359      4.228294 
     13.43449     -3.212845      5.243952 
     13.46276     -2.954491      6.673384 
     13.47985     -3.317760      7.537536 
     13.52439     -4.264490      9.279049 
     13.52826     -4.404188      9.430363 
     13.56215     -5.627596      10.24042 
     13.59520     -6.820633      10.52980 
     13.62309     -7.827450      10.36052 
     13.72076     -7.024811      9.767704 
     13.86543     -6.755003      9.719149 
     13.90140     -6.687920      9.619137 
     14.03577     -6.588116      10.00548 
     14.15385     -6.500410      10.59853 
     14.16997     -6.461163      10.67949 
     14.35519     -6.010202      10.94407 
     14.49555     -5.668461      11.04195 
     14.57673     -5.470810      11.13553 
     14.81769     -5.236298      11.41330 
     15.38959     -4.679701      12.89161 
     16.21810     -2.493519      15.03322 
     16.60240     -1.479469      15.64407 
     17.20000     0.6362133      16.59397 
     18.01880      3.535011      16.95327 
     18.97500      6.920250      16.22860 
     19.10391      7.376630      15.99189 
     19.81223      9.364850      14.69126 
     20.19586      10.18772      13.98683 
     20.44671      10.72579      13.43501 
     21.19929      11.84821      11.77948 
     21.97079      12.50280      10.08234 
     22.64682      12.75587      8.595211 
     23.51999      12.76794      7.074016 
     23.83258      12.68089      6.529436 
     24.75551      12.42385      5.245645 
     25.87091      11.91983      4.033871 
     27.07782      11.37447      3.044707 
     28.49174      10.73556      2.247406 
     29.42329      10.31462      1.850404 
     30.54921      9.805850      1.484114 
     31.03971      9.584207      1.364844 
     31.60644      9.411974      1.227038 
     32.80802      9.046804      1.011991 
     34.17411      8.631640     0.8421604 
     35.70000      8.167912     0.7205711 
     37.05000      7.933059     0.6566960 
     38.65000      7.654716     0.6187994 
     40.90000      7.263294     0.6141543 
     42.20000      7.037140     0.6348760 
     43.70000      6.921498     0.6587856 
     47.31513      6.642791     0.7612662 
     52.14064      6.270770     0.9280203 
     63.00000      6.100085      1.303285 
     69.18310      6.002900      1.463440 
     73.28245      6.020901      1.569621 
     85.11380      6.072852      1.754847 
     98.00000      6.129436      1.847851 
     126.3385      6.253870      1.846707 
     164.0590      5.762020      1.681454 
     182.6947      5.069563      1.599811 
     196.1397      4.569980      1.534281 
     216.7770      2.960420      1.433696 
     229.1839      1.148979      1.373225 
     236.9460    -0.9405804      1.335393 
