#F f1f2_EPDL97.dat
#C  This file has been created using f1f2_EPDL97.pro 
#D  Fri Sep 11 10:19:50 1998
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax
#UIDL xf1f2
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD 
#UD The anomalous scattering factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://epicws.cped.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD The data in this file are valid in the energy range 1.0 eV to 1.0 MeV 
#UD for the elements Z = 1 - 100.
#UD Column description: 1:PhotonEnergy[eV]  2:f1  3:f2
#UD 
#S  1 H 
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     13306.83      72.88792      9.399922 
     13632.07      73.49596      9.053695 
     14027.32      73.72940      8.632941 
     14323.35      73.51662      8.317809 
     14454.58      73.13963      8.178111 
     14508.32      72.98524      8.243389 
     14591.80      72.59511      8.344793 
     14698.59      72.09605      8.992710 
     14798.86      72.14922      9.809820 
     14838.82      72.34903      10.13546 
     14972.91      73.01952      10.59157 
     15020.43      73.25713      10.63261 
     15180.96      73.54356      10.77127 
     15234.56      73.60812      10.81756 
     15323.77      73.71560      11.08943 
     15477.37      74.39822      11.55753 
     15534.84      74.65363      11.51158 
     15740.37      75.48592      11.34726 
     16074.95      76.31747      11.07976 
     16515.46      77.06911      10.68536 
     17129.71      77.81540      10.13540 
     17676.25      78.30733      9.646070 
     18275.74      78.72495      9.109329 
     18550.03      78.86867      8.863749 
     19103.54      79.15871      8.513179 
     20036.14      79.51882      7.922509 
     20997.28      79.78659      7.313764 
     21404.64      79.86784      7.055759 
     22043.54      79.99528      6.769444 
     23133.99      80.14825      6.280773 
     24499.67      80.27619      5.668761 
     25750.24      80.34919      5.260521 
     27601.17      80.40069      4.656298 
     29641.37      80.41410      4.176047 
     31482.72      80.39513      3.742605 
     32498.70      80.38467      3.572089 
     35955.91      80.30161      2.991851 
     37487.05      80.26482      2.809296 
     40843.69      80.15975      2.409089 
     46138.40      79.99400      1.955365 
     52310.74      79.80078      1.574155 
     59081.68      79.58882      1.274517 
     61330.48      79.51842      1.202323 
     66464.73      79.32311      1.037497 
     69093.73      79.22311     0.9767366 
     75125.27      78.90727     0.8373376 
     79108.41      78.58309     0.7703767 
     81614.38      78.24843     0.7282485 
     83144.03      77.90321     0.7025335 
     83497.03      77.75782     0.6965991 
     84122.18      77.50035     0.7101435 
     84437.03      77.28046     0.7542060 
     84705.24      77.09314     0.8393216 
     84907.55      76.95185     0.9464194 
     85149.12      76.78314      1.133027 
     85433.86      76.58427      1.434389 
     85857.18      76.51321      1.972293 
     86182.40      76.66359      2.385541 
     86356.26      76.74398      2.551142 
     86534.14      76.88566      2.720575 
     86971.73      77.23418      2.950409 
     87422.73      77.59339      3.004357 
     87675.72      77.72295      3.034620 
     88200.80      77.99184      3.011569 
     89414.16      78.37187      2.958306 
     91156.90      78.72135      2.881802 
     93627.34      79.04385      2.773354 
     97034.59      79.34686      2.623781 
     101157.9      79.59094      2.442775 
     102713.2      79.65269      2.374500 
     106053.1      79.78528      2.267850 
     112622.4      79.96088      2.058077 
     115299.3      80.00538      1.972598 
     122067.2      80.11787      1.813922 
     131913.3      80.21037      1.583076 
     146217.7      80.27927      1.336051 
     165432.9      80.31271      1.089522 
     186439.8      80.30927     0.8939555 
     201131.5      80.30687     0.7936447 
     208929.6      80.30058     0.7404013 
     234422.9      80.28004     0.6126584 
     263908.2      80.25627     0.5056381 
     295239.5      80.23102     0.4225382 
     331865.8      80.20149     0.3518729 
     359568.2      80.17917     0.3135093 
     375578.6      80.17297     0.2913374 
     422227.8      80.15490     0.2450742 
     481783.1      80.13184     0.2031540 
     543383.0      80.10799     0.1724409 
     617038.8      80.09908     0.1461773 
     699842.0      80.08908     0.1252120 
     805484.7      80.07632     0.1063758 
     926563.1      80.06169    0.09128002 
     1120601.      80.05937    0.07436273 
     1286622.      80.05739    0.06363551 
     1477239.      80.05511    0.05445574 
     1696098.      80.05250    0.04660021 
     1947381.      80.04949    0.03987788 
     2246089.      80.04592    0.03395819 
     2567148.      80.04208    0.02920252 
     2814822.      80.03912    0.02645924 
     2947480.      80.03901    0.02498990 
     3384160.      80.03864    0.02138497 
     3885536.      80.03822    0.01830008 
     4461192.      80.03773    0.01566019 
     5122134.      80.03718    0.01340112 
     5880996.      80.03654    0.01146794 
     6752287.      80.03580   0.009813628 
     7754107.      80.03496   0.008396280 
     8529517.      80.03430   0.007578534 
     8901248.      80.03462   0.007186508 
     9760024.      80.03537   0.006477599 
 1.000000E+07      80.03558    0.01343268 
#S  82 Pb
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     1.000000    0.09580994      0.000000 
     1.678389      1.009857      0.000000 
     1.682520      1.015419  4.817415E-07 
     1.686651      1.020988  9.532336E-07 
     1.690782      1.026550  1.741159E-06 
     1.694913      1.032120  2.935833E-06 
     1.699044      1.037689  4.569600E-06 
     1.703175      1.043251  6.565668E-06 
     1.707307      1.048820  8.708302E-06 
     1.711438      1.054382  1.066208E-05 
     1.715569      1.059952  1.205048E-05 
     1.719700      1.065514  1.257247E-05 
     1.723831      1.071083  1.210852E-05 
     1.727962      1.076653  1.076503E-05 
     1.732093      1.082214  8.834730E-06 
     1.740356      1.093346  4.680708E-06 
     1.744487      1.098915  3.021702E-06 
     1.748618      1.104477  1.800718E-06 
     1.752749      1.110046  9.905899E-07 
     1.756880      1.115616  5.030325E-07 
     1.761011      1.121178      0.000000 
     2.299460      1.846672      0.000000 
     2.392062      4.664009      0.000000 
     2.397381      5.312286      0.000000 
     2.406233      6.391182     0.8382877 
     2.409183      6.750725      1.114172 
     2.415084      7.469940      2.035127 
     2.420985      8.189163      3.431504 
     2.427623      8.998199      5.632126 
     2.429882      9.273521      6.558092 
     2.437961      7.653923      9.869760 
     2.444588      6.325401      12.42133 
     2.444957      6.159943      12.56341 
     2.451031      3.436668      14.14091 
     2.457269     0.6397934      14.61452 
     2.458231     0.2084579      14.49939 
     2.463246      2.309433      13.89920 
     2.469252      4.825623      12.17793 
     2.474830      7.162453      9.933524 
     2.478541      7.296013      8.440243 
     2.485894      7.560638      5.470974 
     2.491057      7.746460      3.774323 
     2.491795      7.660759      3.531870 
     2.497696      6.975349      2.104742 
     2.503597      6.289932      1.157836 
     2.512448      5.261879     0.2943266 
     2.515399      4.919106      0.000000 
     2.536884      2.423592      0.000000 
     2.716742    -0.1327820      0.000000 
     3.234897      2.034065      0.000000 
     3.242859      2.067360  4.877846E-07 
     3.250822      2.100662  9.651911E-07 
     3.258784      2.133957  1.763001E-06 
     3.266746      2.167252  2.972661E-06 
     3.274709      2.200554  4.626922E-06 
     3.282671      2.233849  6.648029E-06 
     3.290633      2.267143  8.817541E-06 
     3.298595      2.300438  1.079583E-05 
     3.306558      2.333740  1.220164E-05 
     3.314520      2.367035  1.273018E-05 
     3.322482      2.400330  1.226041E-05 
     3.330445      2.433632  1.090007E-05 
     3.338407      2.466927  8.945555E-06 
     3.354331      2.533524  4.739424E-06 
     3.362294      2.566818  3.059607E-06 
     3.370256      2.600121  1.823307E-06 
     3.378218      2.633415  1.003016E-06 
     3.386181      2.666710  5.093427E-07 
     3.392781      2.694313  8.728851E-08 
     3.394143      2.700012  5.416452E-08 
     3.409483      2.764160  6.585482E-07 
     3.417834      2.799080  1.202892E-06 
     3.426185      2.834007  2.028241E-06 
     3.434536      2.868927  3.156941E-06 
     3.442886      2.903847  4.535939E-06 
     3.451237      2.938766  6.016193E-06 
     3.459588      2.973694  7.365975E-06 
     3.467939      3.008614  8.325161E-06 
     3.476290      3.043533  8.685782E-06 
     3.484641      3.078461  8.365255E-06 
     3.492992      3.113380  7.437096E-06 
     3.501343      3.342308  6.103537E-06 
     3.518044      3.800140  3.233700E-06 
     3.526395      4.029068  2.087564E-06 
     3.534746      4.257996  1.244039E-06 
     3.543097      4.486923  6.843561E-07 
     3.551448      4.715851  3.475236E-07 
     3.559799      4.944778      0.000000 
     3.630378      6.879578      0.000000 
     3.667831      10.87896      0.000000 
     3.672582      11.38629    0.06883587 
     3.674165      11.71673    0.09177457 
     3.685887      14.16321      1.731903 
     3.692252      15.49168      2.670255 
     3.701296      17.37927      4.831185 
     3.710339      19.26663      8.073764 
     3.713448      19.91554      9.582492 
     3.719383      19.99595      12.46247 
     3.727883      20.11112      17.56414 
     3.740054      16.72163      24.86892 
     3.749891      10.97033      29.79807 
     3.754494      8.279190      31.40083 
     3.756387      6.745338      32.06002 
     3.765331    -0.5012894      33.02587 
     3.775107      6.294319      31.14782 
     3.783746      12.29964      27.46003 
     3.785055      13.20957      26.68598 
     3.799369      17.78493      18.22158 
     3.809817      18.29116      12.04343 
     3.818861      16.48606      7.744614 
     3.827904      14.68114      4.598516 
     3.836948      12.87604      2.521135 
     3.848389      10.59253     0.8771409 
     3.855035      9.266022      0.000000 
     3.874221      6.881340      0.000000 
     3.888525      5.103424    0.09785453 
     3.893293      4.510780     0.1300590 
     3.895677      4.214493     0.1569325 
     3.902829      3.961823     0.2375633 
     3.912365      3.624931     0.4005644 
     3.921900      3.288094     0.6234752 
     3.939184      2.677490      1.133238 
     3.950508      2.277435      1.454732 
     3.961236      1.898438      1.653050 
     3.969580      1.793465      1.715385 
     3.980308      1.658508      1.629219 
     3.988652      1.553535      1.468778 
     4.004148      1.358597      1.022943 
     4.017260      1.193642     0.6386346 
     4.026795      1.073692     0.4122803 
     4.036331     0.9537277     0.2456896 
     4.045867     0.8337631     0.1351558 
     4.048251     0.8037720     0.1183729 
     4.059575     0.5638580    0.03864613 
     4.064939     0.4502182      0.000000 
     4.075770     0.2207413      0.000000 
     4.093453    -0.1538925     0.3044475 
     4.095834    -0.2043381     0.3450203 
     4.106180   -0.08332062     0.6436887 
     4.116525    0.03768921      1.099492 
     4.126557     0.1550446      1.699007 
     4.144374     0.3634567      3.026448 
     4.154836     0.4858322      3.768161 
     4.156340     0.4453049      3.874779 
     4.167469     0.1453934      4.388168 
     4.177501    -0.1249695      4.526998 
     4.178040    -0.1394882      4.516330 
     4.187043     0.2065201      4.338105 
     4.197957     0.6259689      3.771079 
     4.213749      1.232895      2.613648 
     4.226250      1.713341      1.694169 
     4.236282      1.318085      1.093697 
     4.246314     0.9228516     0.6517650 
     4.256346     0.5275955     0.3585413 
     4.270767   -0.04057312     0.1025204 
     4.276410    -0.2629013      0.000000 
     4.286760    -0.6706772      0.000000 
     4.320155      1.076172      0.000000 
     4.323746      1.264023    0.01458349 
     4.345031      2.377419     0.8591136 
     4.355674      2.934135      1.561891 
     4.366981      3.525612      2.712035 
     4.377842      4.093719      4.212101 
     4.387949      4.622421      5.895212 
     4.406348      2.361061      8.959130 
     4.420021     0.6805725      10.60567 
     4.430212    -0.3254776      10.95709 
     4.431248    -0.1584167      10.99281 
     4.441789      1.541527      10.52301 
     4.452936      3.339226      9.243568 
     4.465375      5.345200      7.263144 
     4.483382      5.034409      4.396150 
     4.494024      4.850731      3.052474 
     4.504666      4.667053      2.077434 
     4.505997      4.644081      1.996422 
     4.515309      4.292679      1.429666 
     4.528612      3.790665     0.8988659 
     4.536594      3.489441     0.5557792 
     4.544600      3.187332     0.5089427 
     4.560898      2.572289     0.3671180 
     4.577195      1.957306     0.2212918 
     4.588060      1.547287     0.1428583 
     4.598925      1.137283    0.08513331 
     4.609790     0.7272797    0.04683253 
     4.622747     0.2383194    0.01921258 
     4.624787     0.1613388    0.01827698 
     4.631520   -0.09274292     0.1175057 
     4.647553    -0.6977768     0.3873974 
     4.659292    -0.5444794     0.7208488 
     4.671032    -0.3911667      1.228840 
     4.682350    -0.2433701      1.899977 
     4.712050     0.1444778      4.054456 
     4.716209    0.03675842      4.356131 
     4.728349    -0.2777023      4.945000 
     4.738885    -0.5506210      5.130735 
     4.739906    -0.5070801      5.148741 
     4.751501   -0.01281738      4.948531 
     4.765774     0.5956192      4.232699 
     4.792221      1.723000      2.416101 
     4.793422      1.688156      2.333607 
     4.806920      1.296547      1.618963 
     4.818303     0.9663086      1.233270 
     4.825213     0.7658310      1.126342 
     4.830601     0.6095200      1.086379 
     4.837739     0.4024277      1.115218 
     4.849707    0.05522919      1.249390 
     4.853193   -0.04591370      1.325222 
     4.884161    -0.9443588      2.460036 
     4.890056     -1.115379      2.620877 
     4.897200     -1.087799      2.815801 
     4.908822     -1.042938      2.959925 
     4.921648    -0.9934311      2.918463 
     4.943792    -0.9079437      2.559572 
     4.956372    -0.8593826      2.338510 
     4.966688    -0.8195648      2.230059 
     4.982530    -0.7584076      2.191578 
     5.015989    -0.6292496      2.329469 
     5.021861    -0.6065826      2.330361 
     5.065640    -0.9268036      2.337014 
     5.179244     -1.757767      2.227664 
     5.217114     -2.034775      2.113993 
     5.253627     -2.301849      2.030875 
     5.326206     -2.832733      2.121491 
     5.346699     -1.882675      2.147077 
     5.372651    -0.6795197      2.912310 
     5.387103  -0.009498596      3.630061 
     5.400220     0.5986099      4.602356 
     5.413340      1.206879      5.918813 
     5.426440      1.814201      7.477047 
     5.453865    -0.6259537      10.73924 
     5.467394     -1.829720      11.71656 
     5.467719     -1.858612      11.72336 
     5.479940    -0.2529373      11.97911 
     5.493671      1.551163      11.45210 
     5.505936      3.162628      10.39218 
     5.519972      5.006821      8.683877 
     5.543605      4.843124      5.807612 
     5.558409      4.740585      4.390274 
     5.568484      4.670799      3.673392 
     5.569923      4.624283      3.571013 
     5.583082      4.198830      2.962430 
     5.609400      3.347939      2.303989 
     5.668779      1.428139      2.792362 
     5.672196      1.411690      2.820466 
     5.689280      1.329453      2.869362 
     5.716614      1.197876      2.745266 
     5.771282     0.9347229      2.238419 
     5.805450     0.7702408      2.083481 
     5.831344     0.6455994      2.027611 
     5.999239    -0.1626053      1.978644 
     6.028534    -0.3036194      2.281492 
     6.030322    -0.2993317      2.299977 
     6.045490    -0.2629395      2.573361 
     6.060255    -0.2275085      2.970211 
     6.077161    -0.1869507      3.597362 
     6.118016   -0.08892822      5.355443 
     6.134685   -0.06650543      5.803709 
     6.150127   -0.04573059      5.916045 
     6.165453     0.2978973      5.712678 
     6.180544     0.6362457      5.252157 
     6.220013      1.521172      3.645279 
     6.232932      1.810822      3.223468 
     6.238469      1.737976      3.042681 
     6.249543      1.592285      2.751046 
     6.266623      1.367569      2.439636 
     6.294749     0.9975433      2.061162 
     6.308918     0.8111343      2.048347 
     6.332547     0.5002670      2.086979 
     6.352389     0.2392197      2.223051 
     6.368955    0.02127838      2.428422 
     6.391703    -0.2780075      2.840655 
     6.430972    -0.7946320      3.624317 
     6.444569    -0.7356949      3.795246 
     6.462640    -0.6573639      3.855423 
     6.482627    -0.5707321      3.725282 
     6.535716    -0.3406143      2.949834 
     6.549287    -0.2817841      2.837933 
     6.569078    -0.1959991      2.822730 
     6.571150    -0.1870193      2.832047 
     6.644000    -0.1970367      3.159575 
     6.752683    -0.2119751      3.041564 
     6.989034    -0.2444611      2.957069 
     7.214307    -0.2754288      2.887171 
     7.739711      5.136497      2.724149 
     7.870927      10.03808      2.683435 
     7.890544      12.09359      2.677348 
     7.929387      16.16363      5.387568 
     7.948809      18.19874      7.631535 
     7.968231      20.23385      11.03695 
     7.974907      20.93335      12.67753 
     7.990080      21.14656      16.40637 
     8.007074      21.38536      21.47956 
     8.034992      17.47302      29.81388 
     8.045917      14.01695      33.07527 
     8.067397      7.221619      37.19108 
     8.085976     0.5057373      38.20156 
     8.087883      1.203918      38.30529 
     8.107325      8.321205      36.56765 
     8.124817      14.72466      32.84149 
     8.127092      15.19218      32.35676 
     8.153004      20.51560      24.59830 
     8.181868      21.69697      15.95531 
     8.201289      20.11320      11.21200 
     8.220711      18.52942      7.719486 
     8.240133      16.56504      5.400226 
     8.278975      12.63647      2.559638 
     8.310142      9.484367      2.550885 
     8.454366      4.830917      2.510381 
     8.857902     0.7352676      2.397051 
     9.305401      7.140060      2.271375 
     9.469728      13.38406      2.225225 
     9.539716      19.21266      2.205570 
     9.568933      24.08050      2.197364 
     9.616038      33.28990      8.237100 
     9.639590      37.89451      13.23347 
     9.663144      42.18076      20.81238 
     9.671240      43.65415      24.46278 
     9.689641      45.02233      32.75921 
     9.694794      45.40542      35.58088 
     9.713193      44.19317      45.65770 
     9.730904      40.40428      55.35698 
     9.749903      33.22756      65.76154 
     9.757355      28.88198      69.84288 
     9.779160      16.16664      77.28849 
     9.784719      12.18201      79.18654 
     9.800695     0.7301102      81.09473 
     9.806162      4.790459      81.74759 
     9.830175      22.62828      78.22698 
     9.835189      26.35218      76.27972 
     9.855799      38.47097      68.27414 
     9.875118      46.47254      57.64702 
     9.887078      49.90542      51.06773 
     9.895773      51.36580      46.28548 
     9.898671      51.85269      44.70097 
     9.915599      52.94517      35.44750 
     9.922224      52.40235      31.82556 
     9.942832      50.71406      22.60396 
     9.945776      50.16214      21.28653 
     9.969329      45.74664      13.52841 
     9.992882      40.81194      8.378805 
     10.00098      39.11528      7.295620 
     10.03999      31.90941      2.077742 
     10.06433      27.57358      2.072440 
     10.12500      22.02013      2.059223 
     10.24875      16.46634      2.032263 
     10.49940      11.71747      1.977659 
     11.19802      7.485100      1.825463 
     12.08418      5.236778      1.632412 
     12.84192      3.314285      1.509725 
     12.94584      3.050621      1.569558 
     12.96376      3.005157      1.600795 
     12.96762      2.995361      1.627504 
     13.02557      2.866982      2.028501 
     13.06321      2.783592      2.443826 
     13.09511      2.712921      2.935430 
     13.13416      2.626404      3.726788 
     13.19905      2.482651      5.162776 
     13.21699      2.875977      5.559777 
     13.25089      3.619240      6.020938 
     13.28279      4.318634      6.137106 
     13.31669      5.061874      5.869937 
     13.34845      5.758224      5.316524 
     13.41467      7.210091      3.731389 
     13.44032      7.079262      3.117408 
     13.47222      6.916542      2.502978 
     13.50413      6.753777      2.049471 
     13.53650      6.588669      1.744175 
     13.59984      6.265587      1.373061 
     13.79164      5.287262      1.348380 
     13.85953      4.940971      1.448353 
     13.89506      4.759743      1.540773 
     13.93983      4.531380      1.733120 
     14.00299      4.209221      2.116098 
     14.06856      3.874763      2.521003 
     14.10277      3.884979      2.647153 
     14.14181      3.896645      2.664421 
     14.17974      3.907974      2.572929 
     14.30299      3.944794      1.950888 
     14.33625      3.954727      1.857995 
     14.38870      3.970398      1.842491 
     14.54065      4.015785      1.993427 
     14.74550      4.076981      1.917848 
     14.86426      3.955185      1.874031 
     15.10614      3.707115      1.848336 
     15.44328      3.361343      1.698713 
     17.18449      1.575577      1.340294 
     19.01477    -0.3015366      1.073297 
     19.06034    -0.1785049      1.066649 
     19.82542      1.886978     0.9809387 
     20.16231      6.289726     0.9431977 
     20.19190      7.246086     0.9398829 
     20.29130      10.45881      3.165066 
     20.34100      12.06516      5.007640 
     20.39070      13.67152      7.804052 
     20.44661      15.47860      12.21346 
     20.53369      13.80428      20.55562 
     20.58950      9.247620      25.90225 
     20.62173      6.616127      27.88400 
     20.64447      4.112923      29.28215 
     20.68924    -0.8155975      30.22771 
     20.69243    -0.4523163      30.29509 
     20.74387      5.404747      28.94636 
     20.79723      11.48053      25.31257 
     20.88158      15.90856      17.18746 
     20.93740      15.51118      11.84440 
     20.97467      15.24585      8.923786 
     20.98710      14.73622      7.949820 
     21.03680      12.69839      5.082431 
     21.08650      10.66056      3.178458 
     21.18590      6.584900     0.8470058 
     21.28392      2.565849     0.8386070 
     21.38201     -1.456039      2.442699 
     21.38931     -1.246429      2.562102 
     21.44352     0.3097992      4.058818 
     21.49511      1.790833      6.197113 
     21.54914      3.341888      9.265824 
     21.56065      3.672333      10.06644 
     21.66865      1.705330      17.57825 
     21.70425   -0.09043121      20.05448 
     21.73177     -1.478539      21.24459 
     21.76424      1.235229      22.64875 
     21.81261      5.278061      23.35011 
     21.86346      9.528107      22.43660 
     21.92199      14.42004      19.54125 
     22.00876      17.55846      13.46167 
     22.01735      17.86913      12.86152 
     22.06974      17.34027      9.200884 
     22.12213      16.81140      6.210574 
     22.13522      16.67927      5.660350 
     22.17451      15.69150      4.008761 
     22.22690      14.37443      2.546590 
     22.33168      11.74019     0.7558410 
     22.44465      8.900078     0.7480313 
     22.96231      5.096130     0.7122449 
     23.07535      4.265465     0.9255698 
     23.13187      3.850136      1.104439 
     23.18839      3.434814      1.377524 
     23.24491      3.019485      1.752350 
     23.36770      2.117172      2.759167 
     23.39724      2.161285      3.001382 
     23.42678      2.205406      3.222060 
     23.47890      2.283241      3.487389 
     23.54113      2.376175      3.558024 
     23.64986      2.538551      3.257827 
     23.75884      2.701302      2.712107 
     23.81690      2.788010      2.612301 
     23.88220      2.776680      2.781587 
     23.94901      2.765083      3.212943 
     24.06106      2.745636      4.123189 
     24.11872      2.735626      4.387940 
     24.14196      2.866463      4.494646 
     24.16520      2.997299      4.558570 
     24.23181      3.372307      4.344584 
     24.30378      3.777489      3.748139 
     24.43866      4.536850      2.297943 
     24.45545      4.454544      2.117409 
     24.51568      4.159294      1.633608 
     24.57240      3.881256      1.330453 
     24.63273      3.585518      1.183467 
     24.65494      3.476646      1.172179 
     24.71503      3.182098      1.186498 
     24.74722      3.024300      1.217805 
     24.89531      2.298370      1.812470 
     24.95541      2.003754      2.006104 
     25.01690      1.702339      2.141324 
     25.08111      1.609276      2.189903 
     25.28829      1.308998      2.054705 
     25.43657      1.094086      1.975127 
     25.83352     0.5187683      1.861357 
     26.00903     0.2643890      1.814897 
     26.20595   -0.02101898      1.891082 
     26.36475    -0.2511749      2.152047 
     26.47640    -0.4129944      2.500072 
     26.58165    -0.5655441      2.991009 
     26.74528    -0.8026962      3.818539 
     26.77752    -0.8494263      3.915430 
     26.82588    -0.7694092      4.060767 
     26.92260    -0.6093750      4.058011 
     27.00455    -0.4737778      3.806825 
     27.22889    -0.1025772      2.814255 
     27.29337   0.004112244      2.647445 
     27.32830   -0.03694916      2.557080 
     27.39507    -0.1154327      2.491039 
     27.48879    -0.2256012      2.498026 
     27.73379    -0.5136032      2.963379 
     27.88600    -0.6925278      3.121117 
     28.42569     -1.326935      3.201592 
     29.14521     -2.172737      3.522207 
     30.13078     -3.331276      4.158516 
     31.20868     -4.598358      5.131845 
     32.19357     -5.756104      6.319775 
     33.30660     -7.064476      8.041261 
     34.29824     -8.230156      9.940068 
     35.74120     -9.926361      13.37461 
     36.10000     -9.809784      14.22863 
     39.20226     -8.801804      22.83758 
     40.67500     -5.620636      26.92452 
     42.80000     -1.030571      31.13413 
     43.70000     0.9134674      32.03661 
     44.85000      3.714912      33.18978 
     47.00509      8.964806      33.44727 
     48.84375      13.44386      32.41358 
     50.35915      15.68656      31.56162 
     53.84768      20.84938      28.45965 
     60.31509      25.51212      22.70888 
     61.92737      25.90322      21.27525 
     69.58250      27.76019      15.80414 
     75.79951      27.27322      12.35047 
     81.81650      26.80191      9.753204 
     83.23625      26.69070      9.359929 
     83.83599      26.64373      9.586324 
     84.47937      26.59333      10.06077 
     84.68263      26.53608      10.21066 
     85.09594      26.41966      10.13704 
     86.14914      26.12301      9.439241 
     88.61352      25.42887      8.914528 
     102.0533      25.24414      6.052934 
     106.1491      24.69762      5.381954 
     106.9876      24.58574      5.383974 
     108.7030      24.35685      5.517707 
     111.5031      23.98322      5.431695 
     113.7195      23.68748      5.242060 
     117.4898      23.34349      4.919474 
     128.8481      22.30717      3.780056 
     136.4657      21.61216      3.187762 
     142.6098      21.05159      2.809765 
     143.7120      20.95102      2.845702 
     144.4336      20.88519      2.965008 
     145.8363      20.75721      3.293653 
     146.5194      20.69488      3.297154 
     148.2968      20.49703      2.923080 
     149.6519      20.34619      2.869515 
     152.1847      20.06426      3.078852 
     156.2566      19.61100      3.163250 
     163.0000      18.86037      3.072456 
     174.0549      17.62981      2.875817 
     182.0000      16.74541      2.888279 
     190.5625      15.79230      3.094498 
     198.0000      14.96440      3.449698 
     203.1345      14.39286      3.816076 
     205.3628      14.16087      3.975078 
     212.5797      13.40952      4.670395 
     223.2287      12.30085      6.027956 
     237.1374      10.85281      8.273871 
     251.0156      9.407944      10.88207 
     292.2697      9.944611      18.63516 
     298.5383      10.54853      19.81325 
     324.7089      13.06982      23.61415 
     365.0903      16.96020      27.58744 
     401.1760      20.43672      29.65030 
     408.1946      21.11290      30.75459 
     421.6965      22.41368      31.02879 
     429.6867      23.18346      32.19371 
     445.7590      24.73188      32.45979 
     490.5563      29.35049      33.20142 
     515.7990      31.95301      32.93465 
     591.9187      37.28938      32.13018 
     610.5359      37.85295      31.93343 
     629.9387      38.44030      32.16550 
     638.0445      38.68568      32.74295 
     642.1998      39.10920      33.03898 
     663.1979      41.24937      32.59965 
     738.6830      45.28917      31.02032 
     855.6483      49.59979      28.57311 
     863.4483      49.80320      28.40992 
     898.6012      50.71996      27.87264 
     1012.626      53.69362      25.52933 
     1192.744      56.24369      21.82775 
     1417.736      57.67027      18.36809 
     1695.003      57.79513      15.15298 
     1972.339      56.40431      12.83080 
     2046.616      55.51559      12.20887 
     2175.528      53.97317      11.44016 
     2303.703      51.09687      10.67584 
     2386.002      47.76034      10.18508 
     2420.127      45.14065      9.981595 
     2432.367      44.20100      10.04238 
     2444.923      42.29656      10.10474 
     2456.285      40.57319      10.66240 
     2465.497      39.17595      11.68112 
     2475.325      37.68526      13.49017 
     2483.692      36.41618      15.60401 
     2501.945      36.69564      20.21546 
     2514.908      38.19564      22.44167 
     2528.434      39.76077      23.51712 
     2535.198      40.54345      23.70437 
     2560.595      41.24492      24.40746 
     2566.606      41.17853      24.57387 
     2586.269      40.96136      26.64992 
     2592.686      40.89049      27.53551 
     2613.219      42.88823      30.36918 
     2619.521      43.50139      30.77419 
     2633.064      45.06041      31.64454 
     2656.918      47.80639      31.57913 
     2715.749      51.54966      31.41782 
     2790.210      54.57703      31.21364 
     2819.862      55.78259      30.89088 
     2932.416      58.56579      29.66572 
     2999.840      58.97924      28.93180 
     3014.451      58.77171      28.77276 
     3048.086      58.29394      30.00147 
     3057.300      58.61674      30.33807 
     3079.504      59.39462      31.09178 
     3091.675      60.03745      31.50492 
     3122.628      61.67228      31.15652 
     3196.453      63.90667      30.32555 
     3322.443      66.17274      28.90742 
     3447.570      67.47084      27.49900 
     3518.822      67.59236      26.69700 
     3552.605      67.64998      26.79971 
     3615.392      68.77496      26.99061 
     3638.499      69.18898      26.78010 
     3743.204      70.18289      25.82621 
     3772.930      70.31155      25.55540 
     3836.379      70.58619      25.46606 
     3893.830      71.40469      25.38517 
     3922.688      71.81583      25.16174 
     4078.202      73.16454      23.95770 
     4300.000      74.46143      22.24047 
     4480.114      75.17459      20.84596 
     4612.505      75.69880      20.10856 
     4931.944      76.53339      18.32934 
     5225.465      77.07930      16.69447 
     5682.393      77.60120      14.87451 
     6036.173      77.79579      13.46539 
     6248.298      77.91247      12.84828 
     6768.740      78.02202      11.33421 
     7700.962      77.92164      9.296359 
     8760.867      77.55661      7.611522 
     10000.00      76.86713      6.183000 
     11086.62      75.97009      5.279385 
     11387.38      75.57947      5.029278 
     11861.44      74.96378      4.742644 
     12320.41      73.99548      4.465135 
     12607.22      72.97884      4.291719 
     12726.59      72.21345      4.219544 
     12769.90      71.93574      4.258291 
     12826.74      71.29916      4.309142 
     12882.99      70.66918      4.587218 
     12929.80      70.14492      5.061608 
     12976.41      69.62291      5.789902 
     12996.96      69.39275      6.195314 
